1.400500000000000078e+01,5.999250856481428855e+03
1.401900000000000013e+01,2.880016386554620778e-03
1.502599999999999980e+01,8.003061764705880765e-03
1.599699999999999989e+01,8.342430168067227925e+00
1.602899999999999991e+01,4.986870453781511864e-02
1.702899999999999991e+01,1.306717890756302347e-01
1.803699999999999903e+01,4.257553193277310299e+00
1.903900000000000148e+01,3.953316554621848127e+02
1.928099999999999881e+01,1.209072184873949709e+03
1.929299999999999926e+01,4.379283025210083338e+02
2.002400000000000091e+01,1.020158050420168252e+03
2.102400000000000091e+01,3.076689411764705895e+01
2.601500000000000057e+01,9.653713193277312143e+01
2.702199999999999847e+01,7.522827058823530200e-01
2.800400000000000134e+01,4.710308655462185357e+00
2.801699999999999946e+01,3.263937394957983518e+00
2.901200000000000045e+01,1.795424932773109816e+01
2.999599999999999866e+01,3.214878739495798641e+02
3.099299999999999855e+01,5.411407983193278142e+02
3.101500000000000057e+01,6.374736974789914967e+00
3.198699999999999832e+01,1.759915336134453412e+02
3.303000000000000114e+01,8.162545966386553573e+02
3.399000000000000199e+01,2.378548193277310929e+02
3.403199999999999648e+01,3.070724453781512597e+00
3.499300000000000210e+01,2.879385647058823938e+00
3.503499999999999659e+01,1.508404568907563137e-01
3.601800000000000068e+01,4.638300016806722881e-01
3.604099999999999682e+01,3.622663243697479135e-02
3.702799999999999869e+01,4.407282504201679579e-02
3.803399999999999892e+01,4.078012268907563111e+02
3.902499999999999858e+01,5.178057899159662636e-01
4.002799999999999869e+01,1.844588899159664308e+01
4.103999999999999915e+01,5.867273361344536031e-01
4.203499999999999659e+01,2.504344789915965919e+01
4.302000000000000313e+01,4.458700084033612399e+01
4.401500000000000057e+01,1.423175478991596208e+02
4.404999999999999716e+01,5.537355042016805129e+01
4.499900000000000233e+01,1.747914966386554525e+01
4.503499999999999659e+01,9.657733529411768103e+00
4.599300000000000210e+01,2.591167806722688738e+02
4.603000000000000114e+01,5.939586050420167851e+01
4.606600000000000250e+01,7.824266974789917128e+01
4.701400000000000290e+01,2.679690084033614195e+00
4.704999999999999716e+01,7.190622268907563353e+01
4.801599999999999824e+01,3.157156470588235120e+00
4.805299999999999727e+01,1.251766983193277172e+00
4.898499999999999943e+01,1.429482563025209763e-01
4.901299999999999812e+01,7.844983445378151954e-01
4.905100000000000193e+01,2.128429075630251965e+00
5.000200000000000244e+01,8.722918571428572854e-02
5.100500000000000256e+01,7.337899596638657040e-02
5.104399999999999693e+01,6.322786050420168280e-01
5.199600000000000222e+01,3.144470924369747733e-01
5.200600000000000023e+01,2.305574201680672619e+00
5.300200000000000244e+01,7.220200840336135073e-01
5.303999999999999915e+01,3.312546134453780988e-01
5.399300000000000210e+01,2.285943193277310659e+00
5.403499999999999659e+01,9.619227647058823383e-01
5.502000000000000313e+01,1.477621714285713983e+00
5.503999999999999915e+01,3.709290924369747611e+00
5.505400000000000205e+01,2.967264369747898201e+00
5.593500000000000227e+01,6.933696554621848307e+00
5.605299999999999727e+01,1.235512294117646903e-01
5.703499999999999659e+01,2.220167310924370252e+00
5.707099999999999795e+01,2.247918344537815472e+01
5.793599999999999994e+01,6.545319075630249728e+00
5.803099999999999881e+01,6.512919495798320801e-02
5.806700000000000017e+01,6.382197310924370370e+00
5.904999999999999716e+01,4.341937478991595434e+00
6.004599999999999937e+01,4.579425882352941102e+01
6.008100000000000307e+01,2.321559831932773079e+02
6.103000000000000114e+01,1.747026672268907888e+01
6.197999999999999687e+01,8.334204705882352471e+01
6.203199999999999648e+01,2.874202420168067151e-01
6.296399999999999864e+01,2.616482857142856222e+00
6.302600000000000335e+01,1.791930176470588165e+00
6.397299999999999898e+01,1.721484033613445597e+00
6.400000000000000000e+01,1.774411100840336264e-01
6.403100000000000591e+01,4.080767226890756327e-01
6.496099999999999852e+01,1.026210403361344503e-01
6.499800000000000466e+01,5.352497478991596891e-01
6.502599999999999625e+01,2.378968823529411525e-01
6.505899999999999750e+01,4.104355126050420188e-01
6.596399999999999864e+01,1.058167462184873842e-01
6.600300000000000011e+01,1.858625285714285771e-02
6.601600000000000534e+01,2.318041596638655694e-02
6.603700000000000614e+01,2.520343621848740098e-02
6.649899999999999523e+01,7.102007478991598233e-02
6.697400000000000375e+01,5.602326638655463070e-03
6.705500000000000682e+01,6.940621689075630873e-02
6.805100000000000193e+01,3.536005042016806765e+00
6.899800000000000466e+01,4.392145378151259827e+00
6.903499999999999659e+01,1.665259058823529426e+00
6.906900000000000261e+01,9.704286050420169119e+00
7.003400000000000603e+01,3.316028991596638331e+00
7.006600000000000250e+01,2.011688151260504043e+00
7.105100000000000193e+01,1.430766907563025603e+00
7.204699999999999704e+01,1.765797848739496345e+01
7.208100000000000307e+01,8.440737983193276506e+00
7.293899999999999295e+01,7.665066386554620914e-01
7.303100000000000591e+01,1.903508991596638555e-01
7.306499999999999773e+01,1.178825142857143149e+01
7.406199999999999761e+01,9.019300420168065102e+00
7.409699999999999420e+01,6.924382689075629926e+00
7.503700000000000614e+01,4.734386302521008671e-01
7.594700000000000273e+01,1.243046277310924452e+01
7.599899999999999523e+01,1.210663672268907781e-01
7.603600000000000136e+01,3.153687478991596405e-01
7.701300000000000523e+01,8.032154537815122675e-01
7.794299999999999784e+01,7.117825546218486954e-01
7.801000000000000512e+01,5.173120168067227298e-02
7.804399999999999693e+01,3.545414512605041257e-01
7.900000000000000000e+01,1.788971697478991540e-01
7.902100000000000080e+01,3.909030840336134460e+00
7.905299999999999727e+01,2.397124621848739867e+00
8.004999999999999716e+01,1.962917731092437279e+00
8.098399999999999466e+01,2.171980336134454070e+00
8.103799999999999670e+01,1.670999773109243636e+00
8.106900000000000261e+01,3.410590672268906776e+00
8.206600000000000250e+01,2.377130924369748044e+00
8.294700000000000273e+01,3.534040924369747483e+00
8.305200000000000671e+01,3.870087630252101007e+00
8.404800000000000182e+01,2.180684193277310712e+01
8.494400000000000261e+01,1.014780436974790057e+01
8.503100000000000591e+01,2.768876260504201881e+00
8.606199999999999761e+01,5.242374453781514632e+01
8.694100000000000250e+01,1.075763974789915522e+01
8.704699999999999704e+01,4.791550957983193304e-01
8.794700000000000273e+01,2.262012705882352392e+01
8.804999999999999716e+01,6.943183781512606012e-02
8.807299999999999329e+01,2.429297899159663210e+00
8.895399999999999352e+01,1.628663134453781636e+00
8.906100000000000705e+01,1.490557100840335936e-01
8.994299999999999784e+01,3.442184033613445049e+00
9.002299999999999613e+01,2.358684789915966307e-01
9.006000000000000227e+01,3.580306974789916330e-01
9.095000000000000284e+01,3.371992941176470415e-01
9.099599999999999511e+01,9.102780168067226008e-01
9.105599999999999739e+01,1.110275478991596732e+00
9.194700000000000273e+01,1.290367100840336123e+00
9.204399999999999693e+01,6.679714117647057858e-02
9.205299999999999727e+01,3.303609243697478992e-01
9.294299999999999784e+01,1.353701924369747622e-01
9.303700000000000614e+01,6.646527142857142634e-01
9.395699999999999363e+01,3.957071764705882178e+00
9.401399999999999579e+01,3.968153109243697241e-01
9.404099999999999682e+01,1.717365915966386547e+00
9.493899999999999295e+01,1.054180394957983324e+00
9.501999999999999602e+01,5.867087983193276512e-01
9.504900000000000659e+01,3.974219243697478809e+00
9.508299999999999841e+01,4.917438739495797684e+00
9.594799999999999329e+01,2.205260084033613843e+00
9.604699999999999704e+01,3.726242268907562494e-01
9.703300000000000125e+01,6.674964285714286127e+00
9.794599999999999795e+01,4.240968487394958686e+01
9.803000000000000114e+01,5.481777815126051001e-01
9.901600000000000534e+01,1.303544773109243771e+01
9.904500000000000171e+01,1.220606016806722671e+01
1.000450000000000017e+02,2.057802966386554644e+01
1.010619999999999976e+02,9.556456050420170101e+00
1.019440000000000026e+02,8.968067647058822089e+00
1.020699999999999932e+02,9.976997310924366758e-02
1.020889999999999986e+02,1.937625436974789617e+00
1.029470000000000027e+02,8.559483445378153199e-01
1.030769999999999982e+02,2.254463445378151187e-01
1.039519999999999982e+02,2.418216638655462436e+00
1.040589999999999975e+02,7.452294369747899938e-02
1.050390000000000015e+02,3.994844117647058934e-01
1.050630000000000024e+02,1.064356605042016790e+00
1.059380000000000024e+02,3.446849999999999636e-01
1.060370000000000061e+02,3.250385042016806780e-01
1.069170000000000016e+02,4.830727647058823959e-01
1.070540000000000020e+02,4.406034117647059656e-01
1.079530000000000030e+02,3.507007815126049977e+00
1.080499999999999972e+02,6.441863193277311828e-01
1.089159999999999968e+02,1.608779529411764608e+00
1.089609999999999985e+02,4.147420588235294359e-01
1.090370000000000061e+02,9.472993529411762870e-01
1.091009999999999991e+02,7.052263025210084635e+00
1.099590000000000032e+02,1.868354815126050505e+00
1.100630000000000024e+02,1.938410235294117656e-01
1.110490000000000066e+02,3.980617142857142632e+00
1.120460000000000065e+02,2.647956319327730412e+01
1.130340000000000060e+02,1.141970882352941175e+01
1.130580000000000069e+02,5.449965378151260254e+00
1.140210000000000008e+02,5.865134537815124283e+00
1.140580000000000069e+02,1.300828957983193535e+00
1.140930000000000035e+02,2.079812857142857130e+00
1.150060000000000002e+02,6.244027731092436362e-01
1.160130000000000052e+02,4.028808655462185584e+00
1.160379999999999967e+02,2.994144201680671857e-01
1.160480000000000018e+02,2.285303949579832183e-01
1.161029999999999944e+02,3.344203949579831470e-01
1.169110000000000014e+02,2.233811596638655417e-01
1.170180000000000007e+02,1.576192521008402680e-01
1.170630000000000024e+02,1.109928764705882642e+00
1.170840000000000032e+02,3.626514453781512493e-01
1.179539999999999935e+02,2.445882100840336415e-01
1.180679999999999978e+02,1.390085058823529451e-01
1.189099999999999966e+02,7.204153781512605548e-01
1.189959999999999951e+02,3.049772857142856730e-01
1.190799999999999983e+02,2.028980504201680635e+00
1.199530000000000030e+02,6.710219075630253771e-01
1.200480000000000018e+02,3.909287899159663571e-01
1.209080000000000013e+02,1.134810495798319385e+00
1.210070000000000050e+02,2.675838907563025670e-01
1.210699999999999932e+02,1.350365487394957986e+00
1.219530000000000030e+02,1.457245403361344671e+00
1.220619999999999976e+02,4.048227899159663190e-01
1.229489999999999981e+02,1.133384394957983377e+00
1.230520000000000067e+02,5.217339159663866077e+00
1.239560000000000031e+02,5.657169495798318515e+00
1.240520000000000067e+02,4.484801176470588069e-01
1.249470000000000027e+02,2.323091428571428363e+00
1.250390000000000015e+02,5.415567310924370936e+00
1.259659999999999940e+02,8.120827731092436608e+00
1.260589999999999975e+02,7.814519411764705437e-01
1.269009999999999962e+02,5.440032605042016023e+00
1.270499999999999972e+02,1.226003117647058716e+00
1.279729999999999990e+02,4.650172016806723541e+00
1.280399999999999920e+02,2.278389075630251892e-01
1.280660000000000025e+02,5.753970672268907682e-01
1.288969999999999914e+02,6.842774201680672519e-01
1.290600000000000023e+02,1.277933243697479071e+00
1.299130000000000109e+02,2.347638924369747304e+00
1.300109999999999957e+02,7.957426302521007633e-02
1.300490000000000066e+02,3.152688571428571840e-01
1.300569999999999879e+02,1.899793529411764881e-01
1.308940000000000055e+02,2.510713277310924196e-01
1.310010000000000048e+02,3.168215260504201880e-01
1.311030000000000086e+02,1.388845268907563213e+00
1.320020000000000095e+02,3.725960672268907592e-01
1.330159999999999911e+02,4.703657899159663369e-01
1.330670000000000073e+02,9.238540840336135762e-01
1.340639999999999930e+02,5.016151428571429260e-01
1.349559999999999889e+02,6.044996974789915711e-01
1.350589999999999975e+02,8.197942184873949767e-01
1.350759999999999934e+02,1.964210109243697211e+00
1.360780000000000030e+02,9.685301092436976456e-01
1.369619999999999891e+02,1.469227184873949543e+00
1.370720000000000027e+02,1.691168697478991900e+00
1.371299999999999955e+02,2.254842689075630346e+00
1.379710000000000036e+02,4.343060000000000254e-01
1.380610000000000070e+02,7.577101680672270190e-01
1.389639999999999986e+02,3.440507226890757053e+00
1.390529999999999973e+02,1.349104823529411634e+00
1.390699999999999932e+02,1.549435344537815284e+00
1.400540000000000020e+02,1.413027991596638611e+00
1.409480000000000075e+02,2.126227815126050302e+00
1.410730000000000075e+02,3.003239411764706546e-01
1.410889999999999986e+02,1.665749689075630480e+00
1.420589999999999975e+02,8.913648655462184101e-01
1.430749999999999886e+02,7.944368991596639784e-01
1.430920000000000130e+02,8.449914117647058243e-01
1.431049999999999898e+02,1.548543319327731205e-01
1.439379999999999882e+02,3.029610504201680210e-01
1.440329999999999870e+02,7.867900756302521892e-02
1.440709999999999980e+02,2.359829579831932977e-01
1.440829999999999984e+02,1.000633495798319283e-01
1.450240000000000009e+02,1.081989831932772955e-01
1.450360000000000014e+02,8.649381428571427666e-01
1.450509999999999877e+02,1.550632806722688772e-01
1.451239999999999952e+02,3.709948907563025422e-01
1.460639999999999930e+02,1.710275512605041737e-01
1.470430000000000064e+02,1.108193773109243940e+00
1.470529999999999973e+02,6.978591848739494896e-01
1.480480000000000018e+02,5.086042605042017106e-01
1.490449999999999875e+02,9.162069327731092727e-01
1.500469999999999970e+02,1.793318823529411521e+00
1.500600000000000023e+02,3.387176050420168671e-01
1.509670000000000130e+02,3.233226806722689362e-01
1.510709999999999980e+02,7.516869999999997720e-01
1.519749999999999943e+02,1.331615260504201981e+00
1.520620000000000118e+02,3.399825126050420865e-01
1.520740000000000123e+02,7.957359159663864867e-01
1.529619999999999891e+02,6.296002689075629322e-01
1.530829999999999984e+02,4.553878403361343863e-01
1.530939999999999941e+02,1.071299336134453828e+00
1.539259999999999877e+02,7.176820672268906520e-01
1.540709999999999980e+02,1.235222647058823453e-01
1.549559999999999889e+02,7.907021596638654781e-01
1.550800000000000125e+02,1.767636546218487592e-01
1.559230000000000018e+02,1.152413529411764559e+00
1.560579999999999927e+02,4.426008151260504841e-02
1.560780000000000030e+02,2.417625714285714378e-01
1.570339999999999918e+02,1.796481882352941595e-01
1.570989999999999895e+02,4.304354117647058997e-01
1.571100000000000136e+02,2.203123445378150635e-01
1.578439999999999941e+02,2.259217831932772980e-01
1.580480000000000018e+02,2.922735378151259875e-02
1.580670000000000073e+02,1.398278932773109329e-01
1.581519999999999868e+02,9.425693529411761917e-02
1.589199999999999875e+02,7.570610756302520450e-02
1.589939999999999998e+02,2.729190344537815172e-01
1.590469999999999970e+02,2.127871596638655771e-01
1.590649999999999977e+02,1.950834285714286020e-01
1.591409999999999911e+02,2.004295857142857629e-01
1.598410000000000082e+02,1.384470294117647049e-01
1.600310000000000059e+02,4.792195403361344808e-02
1.600769999999999982e+02,2.760096470588235262e-01
1.601390000000000100e+02,9.190182521008401217e-02
1.609780000000000086e+02,2.645180100840336529e-02
1.610730000000000075e+02,5.674025042016808129e-01
1.618400000000000034e+02,5.632353277310925277e-01
1.619499999999999886e+02,3.359793478991596194e-02
1.620639999999999930e+02,2.206527596638655220e-01
1.629660000000000082e+02,3.849923529411764522e-01
1.630709999999999980e+02,8.989705882352940769e-01
1.631310000000000002e+02,7.903585546218487856e-01
1.639559999999999889e+02,1.960871512605042166e-01
1.639720000000000084e+02,1.246444042016806586e-01
1.640569999999999879e+02,1.378483714285714257e-01
1.640680000000000121e+02,1.685269806722689001e-01
1.649590000000000032e+02,1.511256983193277614e-01
1.650800000000000125e+02,7.897409075630251740e-01
1.650929999999999893e+02,5.310321008403360299e-01
1.659790000000000134e+02,3.529997478991596660e-01
1.660699999999999932e+02,2.507549974789916591e-01
1.665000000000000000e+02,3.592658403361344566e-01
1.670459999999999923e+02,3.139319193277311480e-03
1.670579999999999927e+02,7.913436386554622004e-01
1.670759999999999934e+02,1.826199243697479435e-01
1.671210000000000093e+02,3.167175546218487514e-01
1.680709999999999980e+02,4.173988739495798628e-01
1.690639999999999930e+02,6.402145546218488414e-01
1.690749999999999886e+02,2.954930672268907821e-01
1.691020000000000039e+02,1.186932168067226928e-01
1.700800000000000125e+02,3.759116890756302731e-01
1.709379999999999882e+02,2.413804453781512316e-01
1.710610000000000070e+02,6.341067310924369815e-01
1.710740000000000123e+02,2.327824117647058488e-01
1.711229999999999905e+02,1.218319361344537832e-01
1.711440000000000055e+02,1.392206344537815221e-01
1.719430000000000121e+02,1.851643470588235363e-01
1.720540000000000020e+02,1.141442504201680697e-01
1.720649999999999977e+02,8.790831344537812508e-02
1.728559999999999945e+02,6.936333445378151108e-02
1.729639999999999986e+02,9.484774033613445343e-02
1.730039999999999907e+02,2.172478084033613033e-01
1.730759999999999934e+02,1.655384378151260327e-01
1.731510000000000105e+02,2.660264957983193845e-01
1.739449999999999932e+02,1.218257756302521116e-01
1.739610000000000127e+02,1.139813302521008459e-01
1.740620000000000118e+02,1.055240352941176352e-01
1.749749999999999943e+02,1.911410957983193382e-01
1.750720000000000027e+02,5.585072605042017413e-01
1.759739999999999895e+02,4.277030420168066449e-01
1.759890000000000043e+02,1.512771848739495884e-01
1.760689999999999884e+02,8.605518487394960003e-02
1.769670000000000130e+02,1.750943394957983068e-01
1.770649999999999977e+02,4.877263193277310283e-01
1.770860000000000127e+02,3.270471176470587937e-01
1.771500000000000057e+02,2.023351739495798662e-01
1.779629999999999939e+02,1.235198428571428614e-01
1.779819999999999993e+02,1.040106941176470595e-01
1.780780000000000030e+02,8.223632436974788462e-02
1.789840000000000089e+02,1.764877773109244097e-01
1.790949999999999989e+02,3.656714453781512719e-01
1.791200000000000045e+02,3.406592016806722079e-01
1.799480000000000075e+02,1.995096302521008058e-01
1.799670000000000130e+02,6.549032436974790150e-02
1.800560000000000116e+02,6.879605126050419850e-02
1.800730000000000075e+02,8.274495126050419869e-02
1.800989999999999895e+02,3.332894453781512500e-02
1.809480000000000075e+02,7.407041260504200475e-02
1.811250000000000000e+02,2.380637310924369754e-01
1.819490000000000123e+02,5.467676470588235249e-01
1.820850000000000080e+02,1.020862798319327885e-01
1.829439999999999884e+02,1.741790268907562889e-01
1.839480000000000075e+02,1.835622268907562971e-01
1.840889999999999986e+02,6.842384033613446714e-02
1.849420000000000073e+02,1.165170890756302563e-01
1.851659999999999968e+02,2.223796907563025116e-01
1.859490000000000123e+02,2.891037983193276983e-01
1.860749999999999886e+02,1.094163789915966467e-01
1.869459999999999980e+02,1.558227949579832350e-01
1.870310000000000059e+02,1.710949386554622142e-01
1.870629999999999882e+02,1.387027327731093218e-01
1.870850000000000080e+02,8.673074873949578045e-02
1.871599999999999966e+02,1.182862310924369664e-01
1.879689999999999941e+02,9.438394621848740507e-02
1.879840000000000089e+02,8.363617899159665747e-02
1.880709999999999980e+02,6.027219747899159596e-02
1.889739999999999895e+02,9.874076302521012094e-02
1.889869999999999948e+02,2.284022352941176559e-01
1.890010000000000048e+02,3.760402605042016677e-02
1.890840000000000032e+02,1.164926042016806856e-01
1.899859999999999900e+02,2.433851344537815153e-01
1.900010000000000048e+02,1.291104193277310963e-01
1.900689999999999884e+02,4.934195974789915007e-02
1.909749999999999943e+02,9.315857731092434812e-02
1.910769999999999982e+02,3.683890924369747077e-01
1.911040000000000134e+02,1.937996470588234932e-01
1.919879999999999995e+02,1.531224445378151500e-01
1.920250000000000057e+02,1.114000310924369436e-01
1.920709999999999980e+02,4.171962436974790273e-02
1.930689999999999884e+02,7.535472521008403091e-02
1.930860000000000127e+02,2.004588151260503770e-01
